OTU	ASVs
OTU2432	ASV4660, ASV10027
OTU2433	ASV4663, ASV11869
OTU2434	ASV4665, ASV9405
OTU2435	ASV4669
OTU2436	ASV4670
OTU2437	ASV4672
OTU2438	ASV4674
OTU2439	ASV4677, ASV6049
OTU2440	ASV4681, ASV5348
OTU2441	ASV4682
OTU2442	ASV4683
OTU2443	ASV4684
OTU2444	ASV4687
OTU2445	ASV4691, ASV6460, ASV11257, ASV11346
OTU2446	ASV4693
OTU2447	ASV4694, ASV9398
OTU2448	ASV4695
OTU2449	ASV4696
OTU2450	ASV4699, ASV6475
OTU2451	ASV4702
OTU2452	ASV4705, ASV6482, ASV6798
OTU2453	ASV4706, ASV6181
OTU2454	ASV4707
OTU2455	ASV4708, ASV6481
OTU2456	ASV4710
OTU2457	ASV4711
OTU2458	ASV4712
OTU2459	ASV4713
OTU2460	ASV4718
OTU2461	ASV4720, ASV8464
OTU2462	ASV4722, ASV9482
OTU2463	ASV4723
OTU2464	ASV4724
OTU2465	ASV4729
OTU2466	ASV4730
OTU2467	ASV4732
OTU2468	ASV4734, ASV7493, ASV7744, ASV8922
OTU2469	ASV4735, ASV9048
OTU2470	ASV4737, ASV6875, ASV7500
OTU2471	ASV4741, ASV5157, ASV6156, ASV7519
OTU2472	ASV4742
OTU2473	ASV4743, ASV8759
OTU2474	ASV4744
OTU2475	ASV4749
OTU2476	ASV4751, ASV11306
OTU2477	ASV4752
OTU2478	ASV4753
OTU2479	ASV4754
OTU2480	ASV4755
OTU2481	ASV4757
OTU2482	ASV4759, ASV8986
OTU2483	ASV4761
OTU2484	ASV4763
OTU2485	ASV4764
OTU2486	ASV4765, ASV5529
OTU2487	ASV4767
OTU2488	ASV4768
OTU2489	ASV4769
OTU2490	ASV4772
OTU2491	ASV4774
OTU2492	ASV4776
OTU2493	ASV4779, ASV6260
OTU2494	ASV4782
OTU2495	ASV4783
OTU2496	ASV4784
OTU2497	ASV4785, ASV9551, ASV9874
OTU2498	ASV4787
OTU2499	ASV4788
OTU2500	ASV4789
OTU2501	ASV4790
OTU2502	ASV4791
OTU2503	ASV4794, ASV5929
OTU2504	ASV4798, ASV6125, ASV10111, ASV11972
OTU2505	ASV4799
OTU2506	ASV4802
OTU2507	ASV4809
OTU2508	ASV4810
OTU2509	ASV4811
OTU2510	ASV4813, ASV5330, ASV5705, ASV8014, ASV9314
OTU2511	ASV4814, ASV11136
OTU2512	ASV4815
OTU2513	ASV4816
OTU2514	ASV4819
OTU2515	ASV4824, ASV9802, ASV10388
OTU2516	ASV4825
OTU2517	ASV4826
OTU2518	ASV4827, ASV8877
OTU2519	ASV4830
OTU2520	ASV4831
OTU2521	ASV4835
OTU2522	ASV4836, ASV8115, ASV8782
OTU2523	ASV4837
OTU2524	ASV4840
OTU2525	ASV4841
OTU2526	ASV4843, ASV9410, ASV10316
OTU2527	ASV4846
OTU2528	ASV4847, ASV7438
OTU2529	ASV4848, ASV6311
OTU2530	ASV4849
OTU2531	ASV4850
OTU2532	ASV4852
OTU2533	ASV4858, ASV8218
OTU2534	ASV4859
OTU2535	ASV4860, ASV9989
OTU2536	ASV4865
OTU2537	ASV4866
OTU2538	ASV4867
OTU2539	ASV4870
OTU2540	ASV4873
OTU2541	ASV4874
OTU2542	ASV4876
OTU2543	ASV4880
OTU2544	ASV4881
OTU2545	ASV4882
OTU2546	ASV4883, ASV9168
OTU2547	ASV4885
OTU2548	ASV4886
OTU2549	ASV4888
OTU2550	ASV4889
OTU2551	ASV4892
OTU2552	ASV4894
OTU2553	ASV4895
OTU2554	ASV4897
OTU2555	ASV4898
OTU2556	ASV4901
OTU2557	ASV4902, ASV8854
OTU2558	ASV4903, ASV10262
OTU2559	ASV4905
OTU2560	ASV4906
OTU2561	ASV4910, ASV5049, ASV7607, ASV8333, ASV11319
OTU2562	ASV4911, ASV5857
OTU2563	ASV4912
OTU2564	ASV4914
OTU2565	ASV4915
OTU2566	ASV4916, ASV9546
OTU2567	ASV4918
OTU2568	ASV4919
OTU2569	ASV4920
OTU2570	ASV4921
OTU2571	ASV4922, ASV5986
OTU2572	ASV4924
OTU2573	ASV4925
OTU2574	ASV4929
OTU2575	ASV4930
OTU2576	ASV4931
OTU2577	ASV4932
OTU2578	ASV4933, ASV6903, ASV8878
OTU2579	ASV4934
OTU2580	ASV4935
OTU2581	ASV4938, ASV11960
OTU2582	ASV4941
OTU2583	ASV4943
OTU2584	ASV4944
OTU2585	ASV4945, ASV9481, ASV11880
OTU2586	ASV4946, ASV6289, ASV9688
OTU2587	ASV4947
OTU2588	ASV4948, ASV5820
OTU2589	ASV4949
OTU2590	ASV4952, ASV6555, ASV9820
OTU2591	ASV4955
OTU2592	ASV4958
OTU2593	ASV4959
OTU2594	ASV4960
OTU2595	ASV4962, ASV8434
OTU2596	ASV4963
OTU2597	ASV4964, ASV11591
OTU2598	ASV4966
OTU2599	ASV4970
OTU2600	ASV4971
OTU2601	ASV4972, ASV5638, ASV8525
OTU2602	ASV4973, ASV5930, ASV6583, ASV7310, ASV7569
OTU2603	ASV4974
OTU2604	ASV4975
OTU2605	ASV4976
OTU2606	ASV4979
OTU2607	ASV4980
OTU2608	ASV4981
OTU2609	ASV4982
OTU2610	ASV4983
OTU2611	ASV4989
OTU2612	ASV4991, ASV5949, ASV7280, ASV10363
OTU2613	ASV4992
OTU2614	ASV4993
OTU2615	ASV4995
OTU2616	ASV4996
OTU2617	ASV4997
OTU2618	ASV4999
OTU2619	ASV5005
OTU2620	ASV5006
OTU2621	ASV5008
OTU2622	ASV5010
OTU2623	ASV5013
OTU2624	ASV5014, ASV5320
OTU2625	ASV5015
OTU2626	ASV5017
OTU2627	ASV5018
OTU2628	ASV5019, ASV5247, ASV11721
OTU2629	ASV5020
OTU2630	ASV5021
OTU2631	ASV5022
OTU2632	ASV5025
OTU2633	ASV694, ASV5026, ASV10098
OTU2634	ASV5028
OTU2635	ASV5029
OTU2636	ASV5031
OTU2637	ASV5033
OTU2638	ASV5037
OTU2639	ASV5039
OTU2640	ASV5040
OTU2641	ASV5041
OTU2642	ASV5043, ASV6993
OTU2643	ASV5045
OTU2644	ASV5046
OTU2645	ASV5050
OTU2646	ASV4832, ASV5051, ASV7674, ASV9698
OTU2647	ASV5053
OTU2648	ASV5054
OTU2649	ASV5056
OTU2650	ASV5058
OTU2651	ASV5060
OTU2652	ASV5062, ASV6078
OTU2653	ASV5067
OTU2654	ASV5071
OTU2655	ASV5074
OTU2656	ASV5075
OTU2657	ASV5076
OTU2658	ASV5079
OTU2659	ASV5080, ASV8081
OTU2660	ASV5081, ASV11962
OTU2661	ASV5084
OTU2662	ASV5086
OTU2663	ASV5087
OTU2664	ASV5089, ASV8182
OTU2665	ASV5090, ASV7945
OTU2666	ASV5092
OTU2667	ASV1865, ASV5096
OTU2668	ASV5098
OTU2669	ASV5099
OTU2670	ASV5100
OTU2671	ASV5102
OTU2672	ASV5103, ASV6894, ASV7834, ASV8300, ASV8359
OTU2673	ASV5104
OTU2674	ASV5105
OTU2675	ASV5107
OTU2676	ASV5108, ASV6253
OTU2677	ASV5109
OTU2678	ASV5110, ASV10057
OTU2679	ASV5111, ASV7137, ASV11903
OTU2680	ASV5112, ASV5458
OTU2681	ASV5113
OTU2682	ASV5114
OTU2683	ASV5116
OTU2684	ASV5117
OTU2685	ASV5122
OTU2686	ASV5125, ASV10365
OTU2687	ASV5126
OTU2688	ASV5129
OTU2689	ASV5133
OTU2690	ASV5134
OTU2691	ASV5135
OTU2692	ASV5138
OTU2693	ASV5139
OTU2694	ASV5140
OTU2695	ASV5141, ASV9039
OTU2696	ASV5142
OTU2697	ASV5143
OTU2698	ASV5144, ASV5268
OTU2699	ASV5148, ASV8013, ASV8777
OTU2700	ASV5149
OTU2701	ASV5151
OTU2702	ASV5153, ASV9538
OTU2703	ASV5154
OTU2704	ASV5156, ASV7783
OTU2705	ASV5158, ASV6184
OTU2706	ASV5159
OTU2707	ASV5161
OTU2708	ASV5162
OTU2709	ASV5164
OTU2710	ASV5165, ASV5636, ASV11900
OTU2711	ASV5168, ASV5915
OTU2712	ASV5170
OTU2713	ASV5171
OTU2714	ASV5172
OTU2715	ASV5175
OTU2716	ASV5176
OTU2717	ASV5178
OTU2718	ASV5179, ASV7284
OTU2719	ASV5180
OTU2720	ASV5181
OTU2721	ASV5183, ASV8451
OTU2722	ASV5184
OTU2723	ASV5185
OTU2724	ASV5189
OTU2725	ASV5192
OTU2726	ASV5193
OTU2727	ASV5196
OTU2728	ASV5197
OTU2729	ASV5198
OTU2730	ASV5199
OTU2731	ASV5200
OTU2732	ASV5202
OTU2733	ASV5203
OTU2734	ASV5204
OTU2735	ASV5205
OTU2736	ASV5206, ASV6081, ASV8715, ASV9219
OTU2737	ASV5207, ASV9711
OTU2738	ASV5208
OTU2739	ASV5209
OTU2740	ASV5210, ASV11046
OTU2741	ASV5211
OTU2742	ASV5212
OTU2743	ASV5213
OTU2744	ASV5215
OTU2745	ASV5216
OTU2746	ASV5217
OTU2747	ASV5219
OTU2748	ASV5220
OTU2749	ASV5224, ASV5692
OTU2750	ASV5225
OTU2751	ASV5228, ASV8797, ASV9259, ASV10422, ASV11829
OTU2752	ASV5230, ASV6274
OTU2753	ASV5234
OTU2754	ASV5235
OTU2755	ASV3239, ASV5236, ASV7086, ASV7737, ASV8284, ASV10130, ASV10198
OTU2756	ASV5237
OTU2757	ASV5238
OTU2758	ASV5241
OTU2759	ASV5242, ASV10309
OTU2760	ASV5243, ASV5378
OTU2761	ASV5244
OTU2762	ASV5245
OTU2763	ASV5246, ASV6599, ASV7964
OTU2764	ASV5249
OTU2765	ASV5250
OTU2766	ASV5251
OTU2767	ASV5252
OTU2768	ASV5255
OTU2769	ASV5257, ASV7672, ASV7979, ASV9563
OTU2770	ASV5259
OTU2771	ASV5263
OTU2772	ASV5265, ASV8890
OTU2773	ASV5266
OTU2774	ASV5267
OTU2775	ASV5271
OTU2776	ASV5275
OTU2777	ASV5279
OTU2778	ASV5281
OTU2779	ASV5284
OTU2780	ASV5285
OTU2781	ASV5295
OTU2782	ASV5296
OTU2783	ASV5299
OTU2784	ASV5302
OTU2785	ASV5303
OTU2786	ASV5305, ASV9797
OTU2787	ASV5306
OTU2788	ASV5307, ASV8805, ASV11171
OTU2789	ASV5308
OTU2790	ASV5309
OTU2791	ASV5311
OTU2792	ASV5313
OTU2793	ASV5315
OTU2794	ASV5316
OTU2795	ASV5317, ASV6024
OTU2796	ASV1196, ASV5321, ASV6937
OTU2797	ASV5324
OTU2798	ASV5327
OTU2799	ASV5329
OTU2800	ASV5331
OTU2801	ASV5332
OTU2802	ASV5333
OTU2803	ASV5335
OTU2804	ASV5336, ASV11491
OTU2805	ASV5340, ASV6191, ASV10589
OTU2806	ASV5343
OTU2807	ASV5344, ASV9775
OTU2808	ASV5345
OTU2809	ASV5347
OTU2810	ASV5349
OTU2811	ASV5350
OTU2812	ASV5351
OTU2813	ASV5352
OTU2814	ASV5358
OTU2815	ASV5359
OTU2816	ASV5362
OTU2817	ASV5363, ASV9310
OTU2818	ASV5366
OTU2819	ASV5369
OTU2820	ASV5371, ASV9884
OTU2821	ASV5373, ASV6946, ASV11664
OTU2822	ASV5374
OTU2823	ASV5375
OTU2824	ASV5380
OTU2825	ASV5381
OTU2826	ASV5383
OTU2827	ASV5384
OTU2828	ASV5386
OTU2829	ASV5387
OTU2830	ASV5390, ASV5941
OTU2831	ASV5391
OTU2832	ASV5392
OTU2833	ASV5393
OTU2834	ASV5394
OTU2835	ASV5395
OTU2836	ASV5396
OTU2837	ASV5400, ASV5997, ASV7900, ASV9210, ASV9979
OTU2838	ASV5403
OTU2839	ASV5404
OTU2840	ASV5405
OTU2841	ASV5408, ASV10077
OTU2842	ASV5413
OTU2843	ASV5414
OTU2844	ASV5415
OTU2845	ASV5416
OTU2846	ASV5421
OTU2847	ASV5422
OTU2848	ASV5424
OTU2849	ASV5425
OTU2850	ASV5427
OTU2851	ASV5430
OTU2852	ASV5433
OTU2853	ASV5434
OTU2854	ASV5435
OTU2855	ASV5436
OTU2856	ASV5437
OTU2857	ASV5438
OTU2858	ASV5441, ASV6662
OTU2859	ASV5442
OTU2860	ASV5444
OTU2861	ASV5445
OTU2862	ASV5447
OTU2863	ASV5448
OTU2864	ASV5449
OTU2865	ASV5450
OTU2866	ASV5452
OTU2867	ASV5455
OTU2868	ASV5459
OTU2869	ASV5461, ASV9296
OTU2870	ASV5465
OTU2871	ASV5467, ASV8672
OTU2872	ASV5470, ASV7006
OTU2873	ASV5471
OTU2874	ASV5473
OTU2875	ASV5474
OTU2876	ASV5475, ASV8219
OTU2877	ASV5476
OTU2878	ASV5477
OTU2879	ASV5478
OTU2880	ASV5479, ASV9266
OTU2881	ASV5480
OTU2882	ASV5481
OTU2883	ASV5482
OTU2884	ASV5485
OTU2885	ASV5488
OTU2886	ASV5490
OTU2887	ASV5491
OTU2888	ASV5492
OTU2889	ASV5494
OTU2890	ASV5495
OTU2891	ASV5496
OTU2892	ASV5497
OTU2893	ASV5498, ASV7374
OTU2894	ASV5500
OTU2895	ASV5502
OTU2896	ASV5504
OTU2897	ASV5505
OTU2898	ASV5506, ASV10131
OTU2899	ASV5507, ASV6101
OTU2900	ASV2713, ASV2804, ASV5508, ASV6514, ASV6534, ASV7046, ASV10593
OTU2901	ASV5509
OTU2902	ASV5511
OTU2903	ASV5513
OTU2904	ASV5514
OTU2905	ASV5516, ASV11827
OTU2906	ASV5520
OTU2907	ASV5521
OTU2908	ASV5524
OTU2909	ASV5525
OTU2910	ASV5526
OTU2911	ASV5528
OTU2912	ASV5530
OTU2913	ASV5532
OTU2914	ASV5534
OTU2915	ASV5535
OTU2916	ASV5536
OTU2917	ASV5537
OTU2918	ASV5539, ASV7662
OTU2919	ASV5541
OTU2920	ASV5542
OTU2921	ASV5544, ASV6291
OTU2922	ASV5546, ASV5805, ASV6943
OTU2923	ASV5547
OTU2924	ASV5551
OTU2925	ASV5555, ASV6363, ASV7455, ASV11502
OTU2926	ASV5556, ASV7843, ASV10768
OTU2927	ASV5559
OTU2928	ASV5560
OTU2929	ASV5562
OTU2930	ASV5563, ASV10933
OTU2931	ASV5565
OTU2932	ASV5566
OTU2933	ASV5567
OTU2934	ASV5568, ASV6554
OTU2935	ASV5573, ASV11728
OTU2936	ASV5574
OTU2937	ASV5575, ASV6247
OTU2938	ASV5578
OTU2939	ASV5579
OTU2940	ASV5580
OTU2941	ASV5581
OTU2942	ASV5583, ASV8479
OTU2943	ASV5584
OTU2944	ASV5585, ASV7745
OTU2945	ASV5588
OTU2946	ASV5589, ASV5800
OTU2947	ASV5590, ASV6530, ASV9058, ASV10783, ASV11602
OTU2948	ASV5592
OTU2949	ASV5593
OTU2950	ASV5596
OTU2951	ASV5597
OTU2952	ASV5598, ASV7486
OTU2953	ASV5599, ASV11483
OTU2954	ASV5604, ASV7353, ASV9226, ASV11106
OTU2955	ASV5605, ASV6858
OTU2956	ASV5607
OTU2957	ASV4502, ASV5609, ASV8247
OTU2958	ASV5610, ASV7198
OTU2959	ASV5611, ASV6697, ASV8254, ASV8257, ASV8626, ASV9423, ASV10310, ASV10341
OTU2960	ASV5613
OTU2961	ASV5614
OTU2962	ASV5615
OTU2963	ASV5617
OTU2964	ASV5618
OTU2965	ASV5621
OTU2966	ASV5622
OTU2967	ASV2377, ASV5623, ASV7702
OTU2968	ASV5625
OTU2969	ASV5626
OTU2970	ASV5627
OTU2971	ASV5628
OTU2972	ASV5630
OTU2973	ASV5632, ASV9871
OTU2974	ASV5633, ASV11882
OTU2975	ASV5634
OTU2976	ASV5637, ASV6569, ASV7429, ASV9469
OTU2977	ASV5639, ASV5775
OTU2978	ASV5644
OTU2979	ASV5645
OTU2980	ASV5648
OTU2981	ASV5649, ASV6043
OTU2982	ASV5652
OTU2983	ASV5653, ASV5756, ASV10830
OTU2984	ASV5654
OTU2985	ASV5655
OTU2986	ASV5656
OTU2987	ASV5657, ASV8448
OTU2988	ASV5658
OTU2989	ASV5660, ASV10602
OTU2990	ASV5661
OTU2991	ASV5662
OTU2992	ASV5663, ASV7676
OTU2993	ASV5666
OTU2994	ASV5667
OTU2995	ASV5668
OTU2996	ASV5669
OTU2997	ASV5670, ASV5923, ASV7117, ASV8131
OTU2998	ASV5671
OTU2999	ASV5675, ASV11702
OTU3000	ASV5676
OTU3001	ASV5677, ASV10960
OTU3002	ASV5679
OTU3003	ASV5680
OTU3004	ASV5681
OTU3005	ASV5682
OTU3006	ASV5683
OTU3007	ASV5684
OTU3008	ASV5686
OTU3009	ASV5687
OTU3010	ASV5690
OTU3011	ASV5691
OTU3012	ASV5693
OTU3013	ASV5694
OTU3014	ASV5696, ASV7271
OTU3015	ASV5697
OTU3016	ASV5698, ASV8369
OTU3017	ASV5699
OTU3018	ASV5700
OTU3019	ASV5701
OTU3020	ASV5709
OTU3021	ASV5710
OTU3022	ASV5712
OTU3023	ASV5713
OTU3024	ASV5714
OTU3025	ASV5718
OTU3026	ASV5720
OTU3027	ASV5722
OTU3028	ASV5723
OTU3029	ASV5724
OTU3030	ASV5729, ASV8385
OTU3031	ASV5733
OTU3032	ASV5734
OTU3033	ASV5741
OTU3034	ASV5742
OTU3035	ASV5743
OTU3036	ASV5745
OTU3037	ASV5749
OTU3038	ASV5753
OTU3039	ASV5755
OTU3040	ASV5759, ASV11644
OTU3041	ASV5761
OTU3042	ASV5763
OTU3043	ASV5766
OTU3044	ASV5767, ASV8812
OTU3045	ASV5768
OTU3046	ASV5771
OTU3047	ASV5773
OTU3048	ASV5776
OTU3049	ASV5777, ASV8064, ASV8417
OTU3050	ASV5779
OTU3051	ASV5780
OTU3052	ASV5781, ASV9949
OTU3053	ASV5782, ASV8389
OTU3054	ASV5784
OTU3055	ASV5785
OTU3056	ASV5789
OTU3057	ASV5793
OTU3058	ASV5802
OTU3059	ASV5803
OTU3060	ASV5804, ASV6175
OTU3061	ASV5806
OTU3062	ASV5808
OTU3063	ASV5811
OTU3064	ASV5812
OTU3065	ASV5813, ASV9169
OTU3066	ASV5814
OTU3067	ASV5815
OTU3068	ASV5816, ASV7090
OTU3069	ASV5817
OTU3070	ASV5818, ASV6429, ASV6740
OTU3071	ASV5821, ASV11090
OTU3072	ASV5822
OTU3073	ASV5825, ASV9585
OTU3074	ASV5826
OTU3075	ASV5829
OTU3076	ASV5830, ASV10028
OTU3077	ASV5836
OTU3078	ASV5838, ASV6769, ASV8126
OTU3079	ASV5839, ASV11585
OTU3080	ASV5842
OTU3081	ASV5844, ASV9784
OTU3082	ASV5848
OTU3083	ASV5849
OTU3084	ASV5850
OTU3085	ASV5851
OTU3086	ASV5856
OTU3087	ASV5860
OTU3088	ASV5861
OTU3089	ASV5862
OTU3090	ASV5863
OTU3091	ASV5865
OTU3092	ASV5866
OTU3093	ASV5867
OTU3094	ASV5869
OTU3095	ASV5870, ASV10642
OTU3096	ASV5871
OTU3097	ASV5874, ASV6508
OTU3098	ASV5875
OTU3099	ASV5878
OTU3100	ASV5880
OTU3101	ASV5883
OTU3102	ASV5885
OTU3103	ASV5886
OTU3104	ASV5887, ASV6511, ASV8631, ASV8693, ASV9574
OTU3105	ASV5888
OTU3106	ASV5892
OTU3107	ASV5895
OTU3108	ASV5898
OTU3109	ASV5899
OTU3110	ASV5903, ASV8097
OTU3111	ASV5905
OTU3112	ASV5906
OTU3113	ASV5907
OTU3114	ASV5908
OTU3115	ASV5909
OTU3116	ASV5910, ASV9710
OTU3117	ASV5912
OTU3118	ASV5913, ASV10083, ASV11261
OTU3119	ASV5916, ASV7108
OTU3120	ASV5920
OTU3121	ASV5922, ASV10241
OTU3122	ASV5927, ASV5993
OTU3123	ASV5928
OTU3124	ASV5935
OTU3125	ASV5936
OTU3126	ASV5939
OTU3127	ASV5942
OTU3128	ASV5943
OTU3129	ASV5944
OTU3130	ASV5946
OTU3131	ASV5947, ASV9964, ASV10601
OTU3132	ASV5950, ASV10294
OTU3133	ASV5951
OTU3134	ASV5953
OTU3135	ASV5954
OTU3136	ASV5955
OTU3137	ASV5956
OTU3138	ASV5957
OTU3139	ASV5960, ASV7602, ASV7801
OTU3140	ASV5968
OTU3141	ASV5970, ASV7986
OTU3142	ASV5973, ASV8505
OTU3143	ASV5974
OTU3144	ASV5977
OTU3145	ASV5979
OTU3146	ASV5981
OTU3147	ASV5983
OTU3148	ASV5984, ASV10159
OTU3149	ASV5985
OTU3150	ASV5989
OTU3151	ASV5990
OTU3152	ASV5991
OTU3153	ASV5992, ASV10948
OTU3154	ASV5995
OTU3155	ASV5996
OTU3156	ASV5998
OTU3157	ASV5999
OTU3158	ASV6000
OTU3159	ASV6001
OTU3160	ASV6002
OTU3161	ASV6003
OTU3162	ASV6004
OTU3163	ASV6005
OTU3164	ASV6006
OTU3165	ASV6007, ASV7199, ASV11725
OTU3166	ASV6011
OTU3167	ASV6012, ASV7640
OTU3168	ASV6014
OTU3169	ASV6016
OTU3170	ASV6017
OTU3171	ASV6018
OTU3172	ASV6019, ASV6438
OTU3173	ASV6020
OTU3174	ASV6021
OTU3175	ASV6022
OTU3176	ASV6023
OTU3177	ASV6026
OTU3178	ASV6028, ASV7385, ASV7595, ASV10402, ASV10591, ASV11805
OTU3179	ASV6029
OTU3180	ASV6034
OTU3181	ASV6035
OTU3182	ASV6037
OTU3183	ASV6038
OTU3184	ASV6042
OTU3185	ASV6044
OTU3186	ASV6046
OTU3187	ASV6047
OTU3188	ASV6050
OTU3189	ASV6051
OTU3190	ASV6052
OTU3191	ASV6053
OTU3192	ASV6054
OTU3193	ASV6056
OTU3194	ASV6058
OTU3195	ASV6059
OTU3196	ASV6061
OTU3197	ASV6062
OTU3198	ASV6064
OTU3199	ASV6065
OTU3200	ASV6067
OTU3201	ASV6068
OTU3202	ASV6071
OTU3203	ASV6073, ASV8572, ASV11201
OTU3204	ASV6079
OTU3205	ASV6084
OTU3206	ASV6086
OTU3207	ASV6087
OTU3208	ASV6089
OTU3209	ASV6091
OTU3210	ASV6093
OTU3211	ASV6095
OTU3212	ASV6096
OTU3213	ASV6098
OTU3214	ASV6099
OTU3215	ASV6100
OTU3216	ASV6102
OTU3217	ASV6104, ASV8427, ASV9321
OTU3218	ASV6106
OTU3219	ASV6107
OTU3220	ASV6108
OTU3221	ASV6109
OTU3222	ASV6110
OTU3223	ASV6111
OTU3224	ASV6113
OTU3225	ASV6114
OTU3226	ASV6117
OTU3227	ASV6118
OTU3228	ASV6119
OTU3229	ASV6120
OTU3230	ASV6121
OTU3231	ASV6122, ASV9031
OTU3232	ASV6123
OTU3233	ASV6124
OTU3234	ASV6127
OTU3235	ASV6131
OTU3236	ASV6132
OTU3237	ASV6134, ASV11795
OTU3238	ASV6139
OTU3239	ASV6140
OTU3240	ASV6141
OTU3241	ASV6142
OTU3242	ASV6145, ASV9056
OTU3243	ASV6146
OTU3244	ASV6147
OTU3245	ASV6148
OTU3246	ASV6150
OTU3247	ASV6151
OTU3248	ASV6152
OTU3249	ASV6153, ASV6288, ASV6741
OTU3250	ASV6154
OTU3251	ASV6158
OTU3252	ASV6161
OTU3253	ASV6162
OTU3254	ASV6163
OTU3255	ASV6166
OTU3256	ASV6167
OTU3257	ASV6169
OTU3258	ASV6170
OTU3259	ASV6171
OTU3260	ASV6172
OTU3261	ASV6173
OTU3262	ASV6174
OTU3263	ASV6179
OTU3264	ASV6180
OTU3265	ASV6183
OTU3266	ASV6185
OTU3267	ASV6186
OTU3268	ASV6187, ASV7085
OTU3269	ASV6188
OTU3270	ASV6189
OTU3271	ASV6192
OTU3272	ASV6193
OTU3273	ASV6194, ASV11091
OTU3274	ASV6195
OTU3275	ASV6199
OTU3276	ASV6200
OTU3277	ASV6201, ASV6501, ASV8223, ASV10551
OTU3278	ASV6203, ASV6975, ASV7620, ASV10824
OTU3279	ASV6205
OTU3280	ASV6206, ASV6707
OTU3281	ASV6207
OTU3282	ASV6209
OTU3283	ASV6210
OTU3284	ASV6212
OTU3285	ASV6214
OTU3286	ASV6215
OTU3287	ASV6217, ASV10902
OTU3288	ASV6221
OTU3289	ASV6222
OTU3290	ASV6223
OTU3291	ASV6227
OTU3292	ASV6229
OTU3293	ASV6230
OTU3294	ASV6231
OTU3295	ASV6232
OTU3296	ASV6237
OTU3297	ASV6239
OTU3298	ASV6242
OTU3299	ASV6243
OTU3300	ASV6244
OTU3301	ASV6245
OTU3302	ASV6246
OTU3303	ASV6250
OTU3304	ASV6251
OTU3305	ASV6252, ASV8124
OTU3306	ASV6254
OTU3307	ASV6255
OTU3308	ASV6257
OTU3309	ASV6262
OTU3310	ASV6264
OTU3311	ASV6265, ASV11065
OTU3312	ASV6266
OTU3313	ASV6268
OTU3314	ASV6269
OTU3315	ASV6270
OTU3316	ASV6271, ASV8440
OTU3317	ASV6272
OTU3318	ASV6273
OTU3319	ASV6276, ASV10876
OTU3320	ASV6279
OTU3321	ASV6280
OTU3322	ASV6281
OTU3323	ASV6282
OTU3324	ASV6283, ASV6573
OTU3325	ASV6286
OTU3326	ASV6295
OTU3327	ASV6305
OTU3328	ASV6306
OTU3329	ASV6308
OTU3330	ASV6312, ASV6825
OTU3331	ASV6316
OTU3332	ASV6317, ASV9773
OTU3333	ASV6318
OTU3334	ASV6322, ASV8542, ASV11455
OTU3335	ASV6324, ASV8057, ASV11858
OTU3336	ASV6325
OTU3337	ASV6326
OTU3338	ASV6329
OTU3339	ASV6331
OTU3340	ASV6333
OTU3341	ASV6335, ASV6942, ASV7000
OTU3342	ASV6336
OTU3343	ASV6339
OTU3344	ASV6340
OTU3345	ASV6341
OTU3346	ASV6342, ASV10187
OTU3347	ASV6344, ASV7736
OTU3348	ASV6345
OTU3349	ASV6346
OTU3350	ASV6348
OTU3351	ASV6349
OTU3352	ASV6355
OTU3353	ASV6357
OTU3354	ASV6359
OTU3355	ASV6361
OTU3356	ASV6362
OTU3357	ASV6364
OTU3358	ASV6366
OTU3359	ASV6370
OTU3360	ASV6371
OTU3361	ASV6376
OTU3362	ASV6377
OTU3363	ASV6378
OTU3364	ASV6380
OTU3365	ASV6381
OTU3366	ASV6382
OTU3367	ASV6385, ASV9221, ASV10608
OTU3368	ASV6387
OTU3369	ASV6389
OTU3370	ASV6390
OTU3371	ASV6393
OTU3372	ASV6396, ASV10874
OTU3373	ASV6400
OTU3374	ASV6401
OTU3375	ASV6403
OTU3376	ASV6405
OTU3377	ASV6407, ASV11919
OTU3378	ASV6412
OTU3379	ASV6414
OTU3380	ASV6415
OTU3381	ASV6416
OTU3382	ASV6417
OTU3383	ASV6418
OTU3384	ASV6419
OTU3385	ASV6420, ASV6725
OTU3386	ASV6422
OTU3387	ASV6423
OTU3388	ASV6424
OTU3389	ASV6425, ASV9682
OTU3390	ASV6426
OTU3391	ASV6427
OTU3392	ASV6431
OTU3393	ASV6432
OTU3394	ASV6434
OTU3395	ASV6435, ASV6618
OTU3396	ASV6436
OTU3397	ASV6437
OTU3398	ASV6441
OTU3399	ASV6442
OTU3400	ASV6444
OTU3401	ASV6445
OTU3402	ASV6446
OTU3403	ASV6447, ASV8678
OTU3404	ASV6449
OTU3405	ASV6450
OTU3406	ASV6451, ASV7533
OTU3407	ASV6452
OTU3408	ASV6453, ASV11463
OTU3409	ASV6454
OTU3410	ASV6455
OTU3411	ASV6456
OTU3412	ASV6457
OTU3413	ASV6458
OTU3414	ASV6459, ASV11253
OTU3415	ASV6461
OTU3416	ASV6462, ASV9237, ASV10138
OTU3417	ASV6463
OTU3418	ASV6464
OTU3419	ASV6465
OTU3420	ASV6468
OTU3421	ASV6469
OTU3422	ASV6470
OTU3423	ASV6471
OTU3424	ASV6472
OTU3425	ASV6473
OTU3426	ASV6474, ASV7426
OTU3427	ASV6477, ASV8740, ASV11847
